Unnamed: 0,image_link,group_id,entity_name,entity_value,tags,text,extracted_value
97,https://m.media-amazon.com/images/I/71uQmsTESvL.jpg,459516,item_weight,500 milligram,71uQmsTESvL,"""Discover wellness"" ""Discover wellness""     
   30   
 ""Helps Control"" ""Supports Blood"" ""Supports Blood""   
 Appetite* ""Sugar Level*"" ""Sugar Level*""   
""Supports Weight""    ""Supports Immune"" ""Supports Immune"" 
managment*    System*  
Boosts  ""Herbal max""   Healthy 
Metabolism* Metabolism* GREEN   Digestion* 
  COFFEE    
  BURNFAT    
Enhance     Supports 
Mood*     ""Fat Burn*"" 
 ""Improves Digestion*"" 500MG 60   
  ""Dietary Supplement"" CAPSULES   
",500 MG
92,https://m.media-amazon.com/images/I/811VfR10yxL.jpg,752266,wattage,0.55 watt,811VfR10yxL,"""Product name: Solar Sensor Wall Lights.""   
""Quantity: 2PCS""   
""Solar panel: 5.5V, 0.55w""   
""LED: 144 LED""   
"" Sensor angle: 120 degrees""   
""Sensor distance: 3-7m""   
"" Protection level: IP65 waterproof""   
""Switch: Mode 1  Mode 2  Mode 3 off""   
""Charging time: 8 hours in the sunlight""   
""Function Switch:""   
"" 1. The first work mode: continuously bright light""   
""constant light in dark places, when people go through"" ""constant light in dark places, when people go through""  
"" the sensor area, strong lighting 20 seconds. And the light"" "" the sensor area, strong lighting 20 seconds. And the light""  
"" will turn to dim after people leave the induction area."" "" will turn to dim after people leave the induction area.""  
""3. The 3rd work mode: When people go through the sensor"" ""3. The 3rd work mode: When people go through the sensor""  
"" people leave the induction area.""   
ER   
 PLASTIQUE DE 
""Made in China""   
",0.55 w
90,https://m.media-amazon.com/images/I/814sAvV89SL.jpg,558374,item_weight,42.0 gram,814sAvV89SL,"""Serving size"" ""3 Pieces (42g)""
Calories 160
""% Daily Value*"" 
""Total Fat Og"" 0%
""Saturated Fat 0g"" 0%
""Trans Fat Og"" 
""Cholesterol Omg"" 0%
""Sodium 15mg"" 1%
""Total Carbohydrate 39g"" 14%
""Dietary Fiber 0g"" 0%
""Total Sugars 28g"" 
""Includes 28g Added Sugars."" 56%
""Protein 0g"" 0%
""Vitamin D 0mcg"" 0%
""Calcium Omg"" 0%
""Iron 0mg"" 0%
""Potassium Omg"" 0%
""* The % Daily Value (DV) tells you how much a nutrient in a"" 
""serving of food contributes to a daily diet. 2,000 calories a"" 
""day is used for general nutrition advice.."" 
""Ingredients: Sugar, Glucose, Agar, Citric"" 
""Acid, Canola Oil, Natural & Artificial."" 
""Flavors, Artificial Colors."" 
",42 g
48,https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,179080,wattage,250.0 watt,817vo3DcCNL,"""DAS HERZSTUCK :""  
""STARKER UND EFFIZIENTER MOTOR FUR ANGENEHMEN FAHRKOMFORT"" ""STARKER UND EFFIZIENTER MOTOR FUR ANGENEHMEN FAHRKOMFORT"" 
""KRAFTVOLLE UND EFFIZIENTE"" ""EXTREM LEISERUND"" ""UNGLAUBLICHES DREHMOMENT""
""UNTERSTUTZUNG BIS"" ""LEISTUNGSSTARKERMOTOR MIT"" VON
""25 KM/H"" ""250 W"" ""45 NM""
",250 W
45,https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,752266,wattage,30.0 watt,81K3JwUCnQL,"30W   
IP65 waterproof waterproof 
.....   
Dustproof Heat-resisting Frost-resistant 
",30 W
10,https://m.media-amazon.com/images/I/81N73b5khVL.jpg,149159,item_weight,30.0 kilogram,81N73b5khVL,"""Das Material ist ca.5mm dick und die Fugen sind verstarkt, so dass"" 
""es sehr stark ist"" 
30 ""Tragfahigkeit bis zu 30KG, kann eine Vielzahl von Gegenstanden""
KG aufnehmen.
",30 KG
18,https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,item_weight,200 gram,81RNsNEM1EL,"FREE ""Regular 200gpack"" ""Regular 200gpack"" 
Glucon-D Glucon-D Glucon-D 
""Instant Energy""   
NUTRITIONALVALUE* ""Per 100g Per Serve (35g)"" ""Per 100g Per Serve (35g)"" 
""Energy Value."" 360kcal 360kcal 126kcal
  Og 
Carbohydrates.  31.5g 
""of wh..ch uga. sueros...g"" ""of wh..ch uga. sueros...g"" Og 
""Fat& All types f fatty ai...g"" ""Fat& All types f fatty ai...g"" Og 
Cal.i... .170mg .170mg 59.5mg
Phosphorus. ..100mg ..100mg 35mg
.3001.U. .3001.U. 1051.U. 
*Approx.Value   
R5s0i R5s0i R5s0i 
""Glucose based beverage mixProprietary Food"" ""Glucose based beverage mixProprietary Food""  
""StorageConditiontore in acool dy lace away from stong odours."" ""StorageConditiontore in acool dy lace away from stong odours.""  
Heinzy   
Worli,Mumbai-400018. fssai  
LIC.No.10013022001417 LIC.No.10013022001417  
FSSAILic.No.10014012000278   
FSSAILic.No.10014062000273   
""Net Weight:"" ko  
",100 g
16,https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,731432,item_weight,200 gram,81S2+GnYpTL,"FREE ""Regular 200gpack"" 
Glucon-D Glucon-D 
""Instant Energy"" ""Instant Energy"" 
  
 Hein 
  
",
14,https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,281678,item_weight,53 ounce,81dzao1Ob4L,"""FOOD FORTHE MODERN LIFE""        
SRICH SRICH       
ORGANICS  SRICH      
  ORGANICS      
NTOUSI        
jssa  PLANRFOSED      
 SPEARMINT SPEARMINT      
 ""GREEN TEA"" ""GREEN TEA""      
       USDA 
       ORGANIC 
    ""OODFOR THE MODERN LIFE""    
 BEFORE  SRICH ""fssai usone""    
   ORGANICS  ""LIC. No. 12721999000135""   
    ""ORGANIC SPEARMINT HERBAL TEAE"" ""ORGANIC SPEARMINT HERBAL TEAE"" ORGANICS  
    ""erb keeps blood pr"" ""o kees""   
    ""DIRECTION OF USE""    
     ""an be made into herba""   
   CHORGANICS.COM ""Ingredients : Organic Spearmint Pure Herb"" ""Ingredients : Organic Spearmint Pure Herb""   
    ""Country of Origin : Indic""  . ""PLANT BASED"" 
    ""Nutritional Facts""  ORGANIC SUPERFOOD 
    Calories 80kcal SPEARMINT  
      ""GREEN TEA""  
   ""Sorich Organics Pt.d""   ""HIGH IN VITAIN A""  
   ""Sorich Organics Pt.d""   "" RICH IN ANTIOXIDAnNTS""  
    ""NET WEIGHT : 100 g (3.53 oz)"" ""NET WEIGHT : 100 g (3.53 oz)"" ""ANTI-BACTERIAL IN NATURE""  
    ""MRP Rs.""  ""Fe GREAT SOURCEOF IRON""  
    ""BATCH NO. :""  ""NET WEIGHT  100 g (3.53 oz)""  
    ""PKD. :""    
    ""USE BY :""    
      AFTER  
 ""Note: Packaging may vary for a brief period of time.""     ""Note: Packaging may vary for a brief period of time.""  
",100 g
17,https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,item_weight,1 kilogram,81e2YtCOKvL,"Glucon-D Glucon-D 
""Net Weight"" ""Instant Energy"" ""Instant Energy""
Ikg  
""avetray hanyfGnD"" ""avetray hanyfGnD"" 
""99.4% pure Glucose-Glucose is an Instant energy source for"" ""99.4% pure Glucose-Glucose is an Instant energy source for"" 
""the body and is the only energy source for the brain."" ""the body and is the only energy source for the brain."" ""the body and is the only energy source for the brain.""
Vitamin ""Glucon-D has Vitamin D and Calcium that provides"" 
""strength to the bones and body."" ""strength to the bones and body."" ""strength to the bones and body.""
""energy production and storage."" ""energy production and storage."" ""energy production and storage.""
""So experience the Instant Energy'of Glucon-D with your family!"" ""So experience the Instant Energy'of Glucon-D with your family!"" 
""   D"" ""   D"" 
""i "" ""i "" ""i ""
n%6 n%6 
"" "" "" "" "" ""
facifta  
3  
""ffer ast.tffaia"" ""ffer ast.tffaia"" ""ffer ast.tffaia""
""Offer available in specifically marked packs only"" ""Offer available in specifically marked packs only"" ""Offer available in specifically marked packs only""
""We would love to hear from you""  
OTNo MFD. 
""(See space below /bottom of jar.)"" ""(See space below /bottom of jar.)"" 
",
13,https://m.media-amazon.com/images/I/81fOxWWWKYL.jpg,281678,item_weight,3.53 ounce,81fOxWWWKYL,"ORGANIC ORGANIC   
SSRICHE SSRICHE   
ORGANICS  PROMOTES  
""PLANT BASED""  ""D GESTVE"" HEALTH 
SUPERFOOD  ""D GESTVE"" HEALTH 
SPEARMINT    
""GREEN TEA""  ""HIGH IN ANTIOXIDANTS"" ""HIGH IN ANTIOXIDANTS"" 
""HIGH IN VITAMIN A""  ""HIGH IN ANTIOXIDANTS""  
""NET WEIGHT  100 g (3.53 oz)""  ""+COMBATS DISEASES"" ""+COMBATS DISEASES"" 
",100 T
41,https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram,81hnk2WXO3L,"B OMBS   
 ""Made with Belgian Chocolate""   
 ""inc/udes Mini Marshmallows""   
Milk Double Salted  
Chocolate Peppermint Chocolate Caramel 
""Nutrition Facts."" ""Nutrition Facts."" ""CORN STARCHDEXTROSE,ARTFICIAL FLAVORTETRASODIUM"" ""MARSHMALLOWS SUGARGLUCOSE SYRUPGELATINSORBITOLMODIFIED"" 
""16 serving per container"" ""VANILLA EXTRACT""   
""Serving size1 Package (35g)"" CONTAINS:MILK,SOY.   
""Amount per serving"" ""SALTED CARAMEL INGREDIENTS:SUGAR.COCOA BUTTER.WHOLE MILK"" ""SALTED CARAMEL INGREDIENTS:SUGAR.COCOA BUTTER.WHOLE MILK""  
Calories 180 ""PYROPHOSPHATE.COCOA MASS.EMULSIFIERS (SOY LECITHIN.PGPR"" ""PYROPHOSPHATE.COCOA MASS.EMULSIFIERS (SOY LECITHIN.PGPR"" 
""% Daily Value*"" CONTAINS:MILK,SOY.   
""Total Fat 9g"" 12%   
""Saturated Fat 5g"" 25% ""MARSHMALLOWS SUGAR.GLUCOSE SYRUPGELATIN.SORBITOLMODIFIED"" ""MARSHMALLOWS SUGAR.GLUCOSE SYRUPGELATIN.SORBITOLMODIFIED"" 
""Trans Fat 0g"" ""PYROPHOSPHATE).COCOA MASS.EMULSIFIERS (SOY LECITHIN.PGPR"" ""PYROPHOSPHATE).COCOA MASS.EMULSIFIERS (SOY LECITHIN.PGPR""  
""Cholesterol 5mg"" 2% ""VANILLA EXTRACT.PEPPERMINT FLAVOR."" BB 
""Sodium 20mg"" 1% CONTAINS:MILKSOY.  
""Total Carbohydrate 22g"" 8% ""DOUBLE CHOCOLATE INGREDIENTS: SUGAR.COCOA BUTTER.COCOA MASS"" ""DOUBLE CHOCOLATE INGREDIENTS: SUGAR.COCOA BUTTER.COCOA MASS"" 
""Dietary Fiber <1g"" 2% ""SORBITOL.MODIFIED CORNSTARCH.DEXTROSE,ARTFICIAL FLAVOR,"" ""SORBITOL.MODIFIED CORNSTARCH.DEXTROSE,ARTFICIAL FLAVOR,"" 
""Total Sugars 21g"" ""VANILLA EXTRACT""   
""Includes 21g Added Sugars 42%"" ""Includes 21g Added Sugars 42%"" CONTAINS:MILK.SOY  
""Protein 2g""    
""Vit. D 0mcg 0%  Calcium 45mg 2%"" ""PHILADELPHIA,PA 19114""   
""Iron 0.6mg 2%Potas. 75mg 2%"" ""MOLDED AND PACKED IN CHINA""   
 ""MARSHMALLOWS MADE IN CHINA""   
"" The % Daily Value (DV) tells you how much"" www.frankfordcandy.com   
"" a nutrient in a serving of food contributes to""    
"" general nutrition advice.."" Frankford   
",35 g
89,https://m.media-amazon.com/images/I/81lgxfKqUUL.jpg,881883,item_weight,160.0 gram,81lgxfKqUUL,"""ELEGANTJACOUARD WINDOW CURTAIN"" ""ELEGANTJACOUARD WINDOW CURTAIN""  
""WITH ATTACHED VALANCE"" ""WITH ATTACHED VALANCE""  
Description: Color:Beige Blue Brick
""160GSM JAQUARD+FANCY VALANCE"" ""BURGUNDYGreyLIGHT BROWN"" ""BURGUNDYGreyLIGHT BROWN"" ""BURGUNDYGreyLIGHT BROWN""
""Fabric Content:100%Polyester."" "" Light taupe""  
""Size:54""""x84+18""""""   
""VENICE COLLECTIONS,INC""   
RN#131381   
""MADE IN CHINA""   
WARNING   
""TO AVOID ANY DANGER OF SUFFOCATION KEEP AWAY FROM BABIES AND"" ""TO AVOID ANY DANGER OF SUFFOCATION KEEP AWAY FROM BABIES AND"" ""TO AVOID ANY DANGER OF SUFFOCATION KEEP AWAY FROM BABIES AND"" 
""CHILDREN.DO NOT USE IN CRIBS, BEDS,CARRIAGES OR PLAY PENS"" ""CHILDREN.DO NOT USE IN CRIBS, BEDS,CARRIAGES OR PLAY PENS"" ""CHILDREN.DO NOT USE IN CRIBS, BEDS,CARRIAGES OR PLAY PENS"" 
""THIS BAG IS NOT A TOY""   
",
84,https://m.media-amazon.com/images/I/81njuNSPdjL.jpg,639090,item_weight,190.0 gram,81njuNSPdjL,"   DE 
  S= SN006 
Energie ""520 kJ(124 kcal)"" S= EG 
Fett 5,0g   
""davon gesattigte Fettsauren"" 3,3g  DE 
Kohlenhydrate 17,0g B= BY77727 
002971 ""davon Zucker"" 14,0g B= EG
002971 EiweiB 2,7g ""(siehe Deckel)"" 
002971 Salz 0,10g  
002971 Hauptstr.19   
4 87770Oberschonegg e190g e190g e190g
",5.0 t
23,https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram,81x77l2T5NL," ""or you and theplane""  ""or you and theplane""  
 ""Visit www.knorr.com/uk"" ""Visit www.knorr.com/uk"" ""Visit www.knorr.com/uk"" thir 
""How to use Knorr."" ""How to use Knorr.""    
""Stock Pots:""     
 GLUTEN ""NO ADDED"" AND  
 FREE MSG PRESERVATIVES  
 ""4x28g=112g e""  ""4x28g=112g e""  
""ether: dissolve""     
""the pot into""     
""500ml of boiling"" ""or: add the""    
water. ""pot directly""    
""to dish.""     
 ""Best Before End:""    
",112 g
6,https://m.media-amazon.com/images/I/81xsq6vf2qL.jpg,731432,item_weight,1400 milligram,81xsq6vf2qL,"  ""daily, preferably with a meal. Do not exceed stated dose."" ""daily, preferably with a meal. Do not exceed stated dose."" 
  ""Nutrition Information"" ""Nutrition Information"" 
HIGHSTRENGTH  ""Typically Per Daily Dose""  
  ""Psyllium Husk Powder"" 1400mg 
  ""Ingredients: Psyllium Husk Powder, Capsule Shell (Hy-"" ""Ingredients: Psyllium Husk Powder, Capsule Shell (Hy-"" 
  "" droxypropylmethylcellulose), Anti-Caking Agents (Mag."" "" droxypropylmethylcellulose), Anti-Caking Agents (Mag."" 
  "" nesium Salts of Fatty Acids, Silicon Dioxide).""  
HUSK  ""Notice: Take this product with 220ml of fluids. Taking"" ""May contain Sesame Seeds & Mustard. For allergens"" 
  ""this product without adequate fluid may cause the pos-"" ""this product without adequate fluid may cause the pos-"" 
""PLANTAGO OVATA"" ""PLANTAGO OVATA"" ""sibility of choking. Do not use this product if you have"" ""sibility of choking. Do not use this product if you have"" 
""PLANTAGO OVATA"" ""PLANTAGO OVATA"" ""difficulty swallowing. If you experience chest pain, vom-"" ""difficulty swallowing. If you experience chest pain, vom-"" 
""PLANT SEEDS"" ""PLANT SEEDS"" ""iting or difficulty in swallowing or breathing after taking"" ""iting or difficulty in swallowing or breathing after taking"" 
  ""this product, seek immediate medical attention. Do not"" ""this product, seek immediate medical attention. Do not"" 
  ""take before sleeping. Fibre products can affect the ab-"" ""take before sleeping. Fibre products can affect the ab-"" 
  ""sorption of many medications. Do not take this product"" ""sorption of many medications. Do not take this product"" 
  ""within 1.5 hours of taking medication.""  
  ""Free From: Artificial Colour, Artificial Flavour, Artificial"" ""Free From: Artificial Colour, Artificial Flavour, Artificial"" 
FOOD 365 VEGAN ""Sweetener, Preservatives."" 
SUPPLEMENT 365 CAPSULES ""SUITABLE FOR VEGETARIANS & VEGANS"" 
   ""HU16790 C"" 
   Horbaach. 
",1400 mg
15,https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,281678,item_weight,100 gram,91-iahVGEDL,"""Inpurities added""   
Other ""Does not brew easily""  
brands   
""Added preservatiyes"" ""Added preservatiyes""  
""Processed chemically"" ""Processed chemically""  
   
VS  USDA 
VS  ORGANIC 
""Air-tight packaging"" SSRICH  
""Impurities free""   
""Brews easily"" SPEARMINT  
NO ""added preservative"" ""HIGHIN VITAMIN A"" 
""Mrectly from farm"" ""NET WEIGHT100 g (3.53 oz""  
",3.53 oz
39,https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,915JHkwtcrL,"   ""31 0Z"" 
CARDEN    
warm soft and ventilate 
""Particularly smooth"" ""Particularly smooth"" ""Particularly smooth""  
""Comfortable to skin"" ""Comfortable to skin"" ""Comfortable to skin""  
",
57,https://m.media-amazon.com/images/I/915w0BdW-gL.jpg,993359,item_weight,500 gram,915w0BdW-gL,"MIILOr MIILOr
FENNEL FENNEL
""H9 qla"" ""H9 qla""
""Net Wt.500g"" 
902929001101 
505050507 
",500 g
8,https://m.media-amazon.com/images/I/91Cma3RzseL.jpg,731432,item_weight,1400 milligram,91Cma3RzseL,"    100% 
    HIGHEST 
    QUALITY 
 Horbaach    
TO     
     
PSYLLIUM PSYLLIUM PSYLLIUM PSYLLIUM  
GMP HUSK HUSK HUSK  
  ""PLANTAGO OVATA"" ""PLANTAGO OVATA""  
1400MG 1400MG ""PLANT SEEDS""   
FOOD  365 CAPSULES  
SUPPLEMENT SUPPLEMENT    
    Horbaach 
",1400 MG
12,https://m.media-amazon.com/images/I/91LPf6OjV9L.jpg,281678,item_weight,3.53 ounce,91LPf6OjV9L,"     R. 
 ""Helps in""    ""Helps in"" 
 osteoarthritis    ""Helps in"" 
     digestion 
Reduces Reduces     
      
      
Anti-bacterial      
properties  PREA    
      
     SED 
     SUP 
      
      
     100gl 
      
",
47,https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,237000,item_weight,200.0 gram,91cErO-KbLL,"""KNTTED MATERIAL"" 
""Super soft and comfortable creating a"" 
""custom upholstered look"" 
200GSM 
Microfiber 
",
19,https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram,91prZeizZnL,"FREE ""Regular 200gpack""    
Glucon-D Glucon-D    
""Instant Energy"" ""Instant Energy""    
     
 Glucon-D Glucon-D Glucon-D  
  ""Instant Energy""  INSTANTENERGY 
     
Minerals     
Vitamin     
 Minerals Minerals   
     
",
